textid	text	target
161	Yemɛ è bló " D " lɛ́ɛ wɛ sukpɔ ( agbahwlɛntɔ 34 985 ) bɔ yemɛ è bló " E " lɛ́ɛ hwe hú mɛ bǐ ( agbahwlɛntɔ 33 ) .	PRON PRON VERB PUNCT PROPN PUNCT DET VERB ADV PUNCT NOUN NUM ADV PUNCT CCONJ PRON PRON VERB PUNCT PROPN PUNCT DET VERB ADV NOUN ADJ PUNCT NOUN NUM PUNCT PUNCT
162	Azɔnkwín kolonâ ɔ́ ɖò gbɛ ɔ́ jí có ɔ́ " tɛnkpɔn xwè fúfónu tɔn lɛ́ɛ ná tîin .	NOUN PROPN DET AUX NOUN DET ADP ADP DET PUNCT NOUN NOUN NOUN ADJ DET VERB VERB PUNCT
163	Agbahwlɛntɔ lɛ́ɛ kpódó mɛsi è ná nya xɛ ye jí lɛ́ɛ kpán ɖó ná wànǔ xwédó walɔ ɖagbe è ɖó bó liza xá azɔnkwín ɔ́ é .	NOUN DET CCONJ NOUN PRON VERB VERB ADV PRON ADP DET CCONJ ADJ VERB VERB NOUN NOUN ADJ PRON VERB CCONJ VERB ADV NOUN DET PART PUNCT
164	È ná hùn nǔ sín wěmá lɛ́ɛ gbéjé gbéjé kpɔn nù bɛsín azǎn 3ɔ́ avùvɔsùn ɔ́ tɔn gbè bó ká ná lá kɛ́n níná nukɔntɔn ɔ́ ɖò azǎn 12ɔ́ avùvɔsùn ɔ́ tɔn gbè .	PRON VERB VERB NOUN ADP NOUN DET VERB VERB VERB ADP VERB NOUN NUM PROPN DET ADJ NOUN ADP ADV VERB VERB NOUN SCONJ ADJ DET ADP NOUN NUM PROPN DET ADJ NOUN PUNCT
165	Linlin è acɛkpìkpà ɔ́ ɖó bó ɖɔ è ná sɔ kanlin nyìnyì kpá " W Bénin " ɔ́ zínzán jó nú " African Parks " ɔ́ " ná zɔ́n bɔ kanlin nyìnyì kpá ɔ́ ná lɛ́ yí kàn déjí " lě gǎn - hɔn - yì - tɔ ée nɔ kpénúkún dó ayǐ è jí gbɛtɔ lɛ́ɛ nɔ́ nɔ̀ é wú é ɖɔ é nɛ́ .	NOUN PRON NOUN DET VERB ADP ADJ PRON VERB VERB NOUN NOUN NOUN PUNCT PROPN PROPN PUNCT DET NOUN ADP ADP PUNCT PROPN PROPN PUNCT DET PUNCT VERB VERB CCONJ NOUN NOUN NOUN DET VERB DET VERB NOUN VERB PUNCT ADJ NOUN PUNCT VERB PUNCT VERB PUNCT ADJ PRON VERB VERB ADP NOUN PART ADP NOUN DET VERB VERB PRON ADP PRON VERB PART ADJ PUNCT
166	" Kɛ́n níná è mì ɖó ɖò kanlin nyìnyì kpá Panjali tɔn ɔ́ wɛ dɔn mǐ wá fínɛ́ " " José Tonato wɛ ɖɔ mɔ̌ .	PUNCT NOUN ADP PRON PRON VERB ADP NOUN NOUN NOUN PROPN ADJ DET VERB VERB PRON ADP ADV PUNCT PUNCT PROPN PROPN VERB VERB ADV PUNCT
167	Acɛkpìkpà ɔ́ sɔ núkún tɔn bǐ dó kanlin nyì kpá " W Bénin " ɔ́ jí " ɖò sɔ yí ée ná hɔ́n : è ná bló bɔ tɛn ɔ́ mɛ ná jacɔ́ " lóbónú ɖò má lín má lín mɛ din ɔ́ " tò è bɔdó tò mìtɔn wú lɛ́ɛ ná nɔ zɛhwɛ wá mì gɔ̌n " gǎn - hɔn - yì - tɔ Tonato wɛ ɖɔ mɔ̌ .	NOUN DET VERB NOUN ADJ ADJ ADP NOUN AUX NOUN PUNCT PROPN PROPN PUNCT DET ADP PUNCT VERB NOUN VERB PRON VERB VERB PUNCT PRON VERB VERB CCONJ NOUN DET PRON VERB VERB PUNCT NOUN ADP ADV ADV PART ADV PRON ADV DET PUNCT NOUN PRON VERB NOUN ADJ ADP DET VERB VERB VERB VERB PRON NOUN PUNCT NOUN PUNCT VERB PUNCT VERB PUNCT ADJ PROPN VERB VERB ADV PUNCT
168	Panjali ɖevo !	PROPN NUM PUNCT
169	Alɔ dó wěmá mɛ sín nǔwíwá wegɔ́ ɔ́ bó ná zán kanlin nyì kpá " W " xá " African Parks NetWork " ée ɖò Afrique du Sud é " nɛ́ tîin nɛ́ .	NOUN ADP NOUN ADP ADP NOUN ADJ DET ADP VERB VERB NOUN AUX NOUN PUNCT PROPN PUNCT ADV PUNCT PROPN PROPN PROPN PUNCT PRON VERB PROPN ADJ PROPN PART PUNCT ADJ VERB ADJ PUNCT
170	Alɔ dó wěmá mɛ nɛ́ ɔ́ è bló gbɔn kplé bló ɖò nukpɛn mɛ Kutɔnu / Johannesburg ɖò azǎn 25ɔ́ ayidósùn ɔ́ tɔn gbè . . . https : / / t . co / 0uPrKHynqf - - - José Tonato ( @ JoseTonato ) Azǎn 27ɔ́ yidósùn xwè 2020ɔ́ tɔn .	NOUN ADP NOUN ADP ADJ DET PRON VERB ADP VERB VERB ADP NOUN PRON PROPN PUNCT PROPN ADP NOUN NUM PROPN DET ADJ NOUN PUNCT PUNCT PUNCT NUM PUNCT PUNCT PUNCT ADJ PUNCT NUM PUNCT PROPN PUNCT PUNCT PUNCT PROPN PROPN PUNCT PROPN PROPN PUNCT NOUN NUM PROPN NOUN NUM ADJ PUNCT
171	Ɖò tɛníígbè azǎn 28ɔ́ zoosùn ɔ́ tɔn gbè ɔ́ " azɔmɛví dòkɔ tɔn kpódó linsinmɛ tɔn kpán bǐ ná wlí azɔmɛ li .	ADV NOUN NOUN NUM PROPN DET ADJ NOUN DET PUNCT NOUN NOUN ADJ CCONJ NOUN ADJ CCONJ ADJ VERB VERB NOUN ADV PUNCT
172	Azɔnkwín kolonâ ɔ́ ɖò gbɛ ɔ́ jí có ɔ́ " è ná bɛ́ azɔmɛ ɔ́ dandan .	NOUN PROPN DET AUX NOUN DET ADP VERB DET PUNCT PRON VERB VERB NOUN DET ADV PUNCT
173	Cóbónú azɔ ɔ́ mɛ ná bɛ́ ɖò azǎn 28ɔ́ zoosùn ɔ́ tɔn ɔ́ " è ko hùn nǔ sín nù ɖò azǎn 21ɔ́ zoosùn ɔ́ tɔn gbè .	SCONJ NOUN DET PRON VERB VERB ADP NOUN NUM PROPN DET ADJ DET PUNCT PRON ADV VERB NOUN ADP ADP ADP NOUN NUM PROPN DET ADJ NOUN PUNCT
174	Nù hùn sín azɔmɛ bibɛ ɔ́ nù ɔ́ ná xɔ azǎn tɔ́ɔn bó ná fó ɖò azǎn 25ɔ́ zoosùn xwè 2020ɔ́ tɔn gbè .	ADP VERB ADV NOUN ADV DET ADP DET VERB VERB NOUN ADJ ADP VERB VERB ADP NOUN NUM PROPN NOUN NUM ADJ NOUN PUNCT
175	Sùn atɔn ɖò bǔ azɔmɛ xwè ɔ́ tɔn ɔ́ ná bɛsín azǎn 28ɔ́ zoosùn ɔ́ tɔn bó ná yí fó ɖò azǎn 23ɔ́ wǒsùn xwè 2020ɔ́ tɔn gbè .	NOUN NUM VERB ADJ NOUN NOUN DET ADJ DET VERB VERB NOUN NUM PROPN DET ADJ ADP VERB VERB VERB ADP NOUN NUM PROPN NOUN NUM ADJ NOUN PUNCT
176	Azǎn tɛnnɛ sín gbɔjɛ gudo ɔ́ " azɔmɛví lɛ́ɛ ná bɛ́ azɔmɛ ɖò azǎn 4ɔ́ aluunsùn xwè 2021ɔ́ tɔn gbè bɔ è na lɛ́n nú sùn atɔn ɖò bǔ wegɔ́ ɔ́ .	NOUN ADJ ADV NOUN ADV DET PUNCT NOUN DET VERB VERB NOUN ADP NOUN NUM PROPN NOUN NUM ADJ NOUN CCONJ PRON VERB ADV ADP NOUN NUM ADP ADJ ADJ DET PUNCT
177	Eyɛ na fó ɖò azǎn 31ɔ́ xwèjísùn xwè 2021ɔ́ tɔn gbè .	PRON VERB VERB ADP NOUN NUM PROPN NOUN NUM ADJ NOUN PUNCT
178	Ɖò tɛntin nú sùn atɔn ɖò bǔ wegɔ́ ɔ́ nɛ́ ɔ́ " azɔmɛví lɛ́ɛ ná yí gbɔjɛ bó na dɛn afɔ kàn mɛ bɛsín azǎn 19ɔ́ wá yì jɛ azǎn 28ɔ́ zofínkplɔsùn ɔ́ tɔn jí .	ADP VERB ADP NOUN NUM ADP ADV ADJ DET ADJ DET PUNCT NOUN DET VERB VERB NOUN ADP VERB VERB NUM NOUN NOUN VERB NOUN NUM VERB VERB VERB NOUN NUM PROPN DET ADJ ADP PUNCT
179	Gbɔjɛ zán wegɔ́ ɔ́ sùn atɔn ɖò bǔ wegɔ́ sín fúfónu tɔn ɔ́ ná tîin ɖò azǎn 31ɔ́ xwèjísùn xwè 2021 wá yì jɛ azǎn 11ɔ́ lidósùn xwè ɖokpó ɔ́ mɛ tɔn .	NOUN VERB ADJ DET VERB NUM ADP NOUN ADJ ADP NOUN ADJ DET VERB VERB ADP NOUN NUM PROPN NOUN NUM VERB VERB VERB NOUN NUM PROPN NOUN NUM DET PRON ADJ PUNCT
180	Sùn atɔn ɖò bǔ atɔngɔ́ ɔ́ ná bɛ́ ɖò tɛníígbè azǎn 12ɔ́ lidósùn ɔ́ tɔn .	NOUN NUM VERB NOUN NUM DET VERB VERB ADP NOUN NOUN NUM PROPN DET ADJ PUNCT
181	É na fó ɖò azǎn nukɔntɔn lyasùn è ná bɔdéwú é tɔn gbè .	PRON VERB VERB ADP NOUN NUM PROPN PRON VERB VERB PART ADJ NOUN PUNCT
182	Sùn atɔn ɖò bǔ atɔngɔ́ ɔ́ ná fó bó ná hùn nǔ sín gbɔjɛ zán ɖaxó ɔ́ nù káká yì jɛ azǎn 19ɔ́ zoosùn ɔ́ tɔn gbè .	NOUN NUM ADP ADV NUM DET VERB VERB ADP VERB VERB NOUN ADV VERB VERB ADV DET ADP ADV VERB VERB NOUN NUM NOUN DET ADJ NOUN PUNCT
183	É ɖéxlɛ ɖɔ azɔmɛ bibɛ xwè 2021ɔ́ - 2022ɔ́ tɔn ɔ́ ná tîin ɖò azǎn 20ɔ́ zoosùn xwè 2021ɔ́ tɔn gbè .	PRON VERB ADP NOUN ADV NOUN NUM PUNCT NUM ADJ DET VERB VERB ADP NOUN NUM NOUN NOUN NUM ADJ NOUN PUNCT
184	Gbetakɛn è gǎn - hɔn - yì - tɔ́ ɔ́ ɖetɔn ɔ́ ɖó xwè ée ná gbò azɔmɛ xwè ɔ́ tɛntin é lɛ́ɛ hǎ .	NOUN PRON NOUN PUNCT VERB PUNCT VERB PUNCT ADJ DET ADV DET VERB NOUN PRON VERB VERB NOUN NOUN DET NUM ADP DET VERB PUNCT
185	Énɛ́ wú ɔ́ " azǎn nukɔntɔn abɔxwísùn xwè 2020ɔ́ tɔn ɔ́ ná nyí yɛhwe lɛ́ɛ sín xwè bɔ azɔmɛ ná ɖè ǎ .	PRON ADP DET PUNCT NOUN NUM PROPN NOUN NUM ADJ DET VERB AUX ADV DET ADP NOUN CCONJ NOUN VERB VERB PART PUNCT
186	Tɛníígbè Pasikwa tɔn ɔ́ ná jɛ ɖò azǎn 5ɔ́ lidósùn ɔ́ tɔn " bɔ jǐ xwé yíyí Malya tɔn ɔ́ ná jɛ ɖò azǎn 13ɔ́ nǔxwásùn ɔ́ tɔn gbè .	NOUN PROPN ADJ DET VERB VERB ADP NOUN NUM PROPN DET ADJ PUNCT CCONJ ADV NOUN VERB PROPN ADJ DET VERB VERB ADP NOUN NUM PROPN DET ADJ NOUN PUNCT
187	Azǎn 24ɔ́ nǔxwásùn ɔ́ tɔn ná nyí xwè zán ɖó tɛníígbè Pantekotu tɔn ɔ́ wú .	NOUN NUM PROPN DET ADJ VERB AUX NOUN VERB ADP NOUN PROPN ADJ DET ADP PUNCT
188	Tò we lɛ́ɛ lɛ́n ná sɔ tò dɔkun kpódó nyɔwa yetɔn lɛ́ɛ kpán dó agbà nú mɛ bǐ .	NOUN NUM DET DET VERB VERB NOUN NOUN CCONJ NOUN ADJ DET CCONJ ADP NOUN ADP NOUN ADJ PUNCT
189	" Gbɔn akɔ è ye jɛ nɛ́ ɔ́ gblamɛ ɔ́ " è ná má nǔ è kàn dò bà nú nǔ " nǔ è ɖò ayikungban glɔ lɛ́ɛ " dɔkun è atín alǒ kanlin mɛ lɛ́ɛ é " ɖě ko kú bɔ è cyɔn alɔ jí alǒ ɖě ɖò gbɛ lɛ́ɛ é kpán xá yeɖee lɛ́ɛ ;	PUNCT NOUN NOUN PRON PRON VERB ADJ DET ADP DET PUNCT PRON VERB VERB NOUN PRON VERB VERB ADP ADP NOUN PUNCT NOUN PRON VERB NOUN NOUN DET PUNCT NOUN PRON VERB CCONJ NOUN ADP DET PART PUNCT ADV ADV VERB CCONJ PRON VERB NOUN ADP CCONJ DET VERB NOUN DET ADP CCONJ ADV PRON DET PUNCT
190	kplé gannyǐ gannyǐ ɖěbǔ è è ná bló " tamɛ linlin ɖěbǔ è ná sɔ ɖòtè bónú tutomɛ nɛ́ ɔ́ ná jɛjlɔ ɔ́ " bǐ wɛ è ná yí kpódó xomɛ hùnhùn kpán " " Martin Parfait Aimé Coussoud - Mavoungou " gǎn - hɔn - yì - tɔ́ Congo tɔn ée nɔ kpénúkún dó dò bà nú nǔ wú é wɛ ɖɔ mɔ̌ .	VERB ADJ ADJ ADV PRON PRON VERB VERB PUNCT NOUN NOUN ADJ PRON VERB VERB VERB SCONJ NOUN ADJ DET VERB VERB DET PUNCT ADJ VERB PRON VERB VERB CCONJ NOUN ADV CCONJ PUNCT PUNCT PROPN PROPN PROPN PROPN PUNCT PROPN PUNCT NOUN PUNCT VERB PUNCT VERB PUNCT ADJ PROPN ADJ PRON VERB VERB ADP ADV ADP ADP NOUN ADP PRON VERB VERB ADV PUNCT
191	Akɔ è ye jɛ nɛ́ ɔ́ ná xɔ xwè atɔ́ɔn " bɔ è ná lɛ́ vɔ́ yaɖé yaɖé tɔn jɛ hwɛhwɛ " nǔ wà dó kpɔ́ ée ɖò Benɛ tò ɔ́ kpódó Congo tò ɔ́ Kpán tɛntin nɛ́ ná zɔn bɔ ahwɛ zínkán tò we lɛ́ɛ tɔn ná lí dǒ " lě akpáxwé Benɛ tɔn ɔ́ ɖɔ gbɔn é nɛ́ .	NOUN PRON PRON VERB ADJ DET VERB VERB NOUN NUM PUNCT CCONJ PRON VERB DET VERB ADJ ADJ ADJ ADP ADV PUNCT NOUN VERB VERB ADV PRON VERB PROPN NOUN DET CCONJ PROPN NOUN DET CCONJ NOUN ADJ VERB VERB CCONJ NOUN NOUN NOUN NUM DET ADJ VERB VERB VERB PUNCT ADJ NOUN PROPN ADJ DET VERB ADP PART ADJ PUNCT
192	" Ényí è tuun tɛn ɖaxó è mɛ wɛ kplɔ́n yì jǐ alà vɔ ɔ́ ɖè ɖò nǔtuuntuun " ée nyí cavi tò yí nukɔn tɔn ɔ́ "	PUNCT SCONJ PRON VERB NOUN ADV PRON PRON VERB VERB VERB ADP NOUN VERB DET VERB VERB NOUN PUNCT PRON AUX ADP NOUN VERB NOUN ADJ DET PUNCT
193	xomɛ hùnhùn jɛn ná nyí mɛ tɔn ɖó sɔ yí ɖagbe ée ná hɔ́n dó tò mìtɔn jí é wú " Élénonore Yayi Ladékan " gǎn - hɔn - yì - tɔ́ Benɛ tɔn ée nɔ kpénúkún dó dò bà nú nǔ Kpódó nǔ xwiti xwiti kpán wú é ɔ́ " wɛ tín nǔ nɛ́ mɛ̀ .	NOUN ADV ADV VERB AUX PRON ADJ PRON VERB VERB VERB PRON VERB VERB ADP NOUN ADJ ADP PART ADP PUNCT PROPN PROPN PROPN PUNCT NOUN PUNCT VERB PUNCT VERB PUNCT ADJ PROPN ADJ PRON VERB VERB ADP NOUN VERB ADP NOUN ADJ NOUN NOUN NOUN CCONJ ADP PART DET PUNCT VERB VERB NOUN ADJ ADP PUNCT
194	È ní flín ɖɔ có tò we nɛ́ lɛ́ɛ ná tó jɛ akɔ ɔ́ " gǎn ée kpacɛ dó azɔxwé Benɛ tò tɔn ée nɔ xwlé ɖiɖe tò ɔ́ tɔn ɔ́ kpódó azɔwatɛn Congo tɔn ée ée nɔ xwlé ɖiɖe tò nɛ́ ɔ́ tɔn ɔ́ kpán ko dalɔ wěmá ɖó akɔjijɛ lí nú hwɛ̌ .	PRON ADP VERB ADP ADP NOUN NUM ADJ DET VERB ADV VERB NOUN DET PUNCT NOUN PRON VERB ADP NOUN PROPN NOUN ADJ PRON VERB VERB ADV NOUN DET ADJ DET CCONJ NOUN PROPN ADJ PRON PRON VERB VERB ADV NOUN ADJ DET ADJ DET CCONJ ADV VERB NOUN ADJ NOUN ADP ADP ADV PUNCT
195	Ɖò ali nɛ́ nù ɔ́ " gǎn - hɔn - yì - tɔ́ ée nɔ kpénúkún dó ayǐ è jí gbɛtɔ́ lɛ́ɛ ɖè ɔ́ wú ɔ́ " dó kú dó nǔ wà dó kpɔ́ è ɖò tò we ée ɖò tofɔligbé nɛ́ lɛ́ɛ tɛntin é tamɛ .	ADP NOUN ADJ ADP DET PUNCT NOUN PUNCT VERB PUNCT VERB PUNCT ADJ PRON VERB VERB ADP NOUN PRON ADP NOUN DET VERB DET ADP DET PUNCT VERB VERB ADP NOUN VERB ADP VERB PRON VERB NOUN NUM PRON VERB NOUN ADJ DET NUM PART ADV PUNCT
196	" Un bà ɖɔ nǔ wà dó kpɔ́ mɔ̌wun ní gbàkún " " José Didier Tonato wɛ ɖɔ mɔ̌ .	PUNCT NOUN VERB VERB NOUN VERB ADP VERB NOUN ADP ADV PUNCT PUNCT PROPN PROPN PROPN VERB ADV ADV PUNCT
197	Akpáxwé akɔjijɛ ɔ́ tɔn sín nǔwíwá lɛ́ɛ tîin ɖò nyɔnúzángbè gbadanu élɔ́ ɖò " Novotel . "	NOUN NOUN DET ADJ ADV NOUN DET VERB ADP NOUN NOUN ADJ ADP PUNCT PROPN PUNCT PUNCT
198	Ɖě jɛ ɖě gudo ɔ́ " gbɛɖutɛn " Novotel Orisha " kpódó " Ibis " tɔn kpán sín gǎn ɔ́ " Stéphane Jamin " xwlé tutomɛ ɔ́ " weɖexamɛtɔ́ ɖò tamɛ gbà bó ɖè nǔ tɔ́n lí nù " Nov'Art " tɔn ɔ́ "	ADP VERB VERB ADV DET PUNCT NOUN PUNCT PROPN PROPN PUNCT CCONJ PUNCT PROPN PUNCT ADJ CCONJ ADP NOUN DET PUNCT PROPN PROPN PUNCT VERB NOUN DET PUNCT NOUN VERB NOUN ADV ADP VERB NOUN ADJ ADP ADP PUNCT PROPN PUNCT ADJ DET PUNCT
199	Charly d'Almeida lɔ́ɔ wá ɖè kúnnú tɔn bó dà jɔwunjɔja etɔn ɖɔhun ée ɖò ali ɖokpó ɔ́ jí xɛ́ɛ lɛ́ɛ dó azɔ̌ nɛ́ wú " bɔ gǎn - hɔn - yì - tɔ́ ée nɔ kpénúkún dó nuywɛ dódó tò ɔ́ tɔn wú ɔ́ wá hùn nǔ sín tutomɛ ɔ́ nù .	PROPN ADJ ADV VERB VERB NOUN ADJ ADP VERB VERB ADJ NOUN PRON VERB NOUN NUM DET ADP ADV DET ADP NOUN ADJ ADP PUNCT CCONJ NOUN PUNCT VERB PUNCT VERB PUNCT ADJ PRON VERB VERB ADP ADV ADV NOUN DET ADJ ADP DET VERB VERB NOUN ADP NOUN DET ADP PUNCT
200	Amɔ̌ nǔ hún sín nǔ nù sín nǔwíwá nɛ́ ɔ́ " è bló bɛ jɛxa lě è ɖó acɔ́ nú gbɛɖutɛn ɔ́ gbɔn é .	CCONJ NOUN ADV ADV NOUN ADP ADV NOUN ADJ DET PUNCT PRON VERB VERB VERB ADV PRON VERB NOUN ADP NOUN DET ADP PART PUNCT
201	Xɔ gbásá ɔ́ " ali è gbò xɔ lɛ́ɛ tɛntin é " ahannutɛn ɔ́ " jikpá ɔ́ " fí è ko ɖo gbɛɖutɛn ɔ́ bǐ wɛ ɖè " Nov'Art " ɔ́ xlɛ : è ní bló bónú Novotel ɔ́ ní nyí tamɛ gbà bó ɖè nǔ tɔ́n gbásá nú jɔwunjɔja lɛ́ɛ .	NOUN NOUN DET PUNCT NOUN PRON VERB NOUN DET ADJ PART PUNCT NOUN DET PUNCT NOUN DET PUNCT ADV PRON ADV VERB NOUN DET ADJ VERB VERB PUNCT PROPN PUNCT DET VERB PUNCT PRON ADP VERB SCONJ PROPN DET ADP AUX VERB VERB ADP VERB NOUN ADJ NOUN ADP ADV DET PUNCT
202	Fɔwatɛ́ sín nǔ nukɔntɔn è " Nov'Art " bló ɔ́ ná xɔ sùn atɔn " è ná fó ɖò zofínkplɔsùn xwè 2021ɔ́ tɔn ɔ́ sín bibɛ " jɛɖutɔ́ tutomɛ ɔ́ tɔn kpódó Charly d'Almeida kpán ɖè nǔ tɛnmɛ tɛnmɛ xlɛ wǎnyínanɔ tamɛ gbà bó ɖè nǔ tɔ́n tɔn lɛ́ɛ " bɔ jlo nɛ́ dɔn yě wá gbɛɖutɛn ɔ́ .	NOUN ADP NOUN ADJ PRON PUNCT PROPN PUNCT NOUN DET VERB VERB NOUN NUM PUNCT PRON VERB VERB ADP NOUN NOUN NUM ADJ DET ADP PROPN PUNCT NOUN NOUN DET ADJ CCONJ PROPN ADJ CCONJ VERB NOUN ADJ ADJ VERB NOUN PROPN ADV ADP VERB NOUN ADJ ADJ DET PUNCT CCONJ VERB ADJ VERB PRON VERB NOUN DET PUNCT
203	" Tòxó ɖɔ gbɛta atɔ́ɔn lɛ́ɛ ná yí wěmá è dó gesi ɖɔ ye xwè sɔmì sɔmì é " " nukɔntɔ́ CENA tɔn " Emmanuel Tiando wɛ tínmɛ xó nɛ́ mɛ̀ nú xó jlá zɔ wá tɔ́ ɖò tɛníígbè gbadanu .	PUNCT NOUN ADP NOUN NUM DET VERB VERB NOUN PRON VERB VERB ADP PRON NOUN NOUN NOUN PART PUNCT PUNCT NOUN PROPN ADJ PUNCT PROPN PROPN VERB VERB NOUN ADJ ADP ADP NOUN ADV ADV NOUN ADJ ADP NOUN NOUN PUNCT
204	Tòxó ɖɔ gbɛta FCDB " MOELE - Bénin kpódó PER kpán ɔ́ " CENA gbɛ́ wěmá yetɔn lɛ́ɛ .	NOUN ADP NOUN PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN CCONJ DET PUNCT PROPN VERB NOUN ADJ DET PUNCT
205	Ɖó nǔ tɛnmɛ tɛnmɛ wú .	ADV NOUN VERB VERB ADP PUNCT
206	Ɖě wɛ nyí " wěmá è byɔ́ lɛ́ɛ ná sɔgbe ɖò agbahwlɛntɔ́ gege sín wěmá alǒ agbahwlɛntɔ́ ɖě tlɛ ɖó wěmá lɔ́ɔ ǎ " " gbɛta ée nɔ kpénúkún sɔmì sɔmì wú é sín gǎn wɛ tín nǔ nɛ́ mɛ̀ .	ADV VERB AUX PUNCT NOUN PRON VERB DET VERB VERB ADP NOUN ADV ADP NOUN CCONJ NOUN ADJ ADJ VERB NOUN ADV PART PUNCT PUNCT NOUN PRON VERB VERB NOUN NOUN ADP PRON ADP NOUN VERB VERB NOUN ADJ ADP PUNCT
207	Tòxó ɖɔ gbɛta webɔ webɔ nɔ tɔn è xó nɛ́ kàn lɛ́ɛ ɔ́ " ényí wěmá yetɔn è è gbɛ̌ ɔ́ má jɛ yetɔn jí ǎ ɔ́ " ye hɛn ɔ́ ye ná yí ylɔ́ hwɛ ɖò hwɛ gbásá dódó tò ɔ́ tɔn .	NOUN ADP NOUN ADV ADV NOUN ADJ PRON VERB ADJ NOUN DET DET PUNCT NOUN NOUN ADJ PRON PRON VERB DET VERB VERB ADJ ADP PART DET PUNCT PRON VERB DET PRON VERB VERB VERB ADV ADP NOUN NOUN ADV NOUN DET ADJ PUNCT
208	Gǎn - hɔn - yì - tɔ́ ée nɔ kpénúkún dó tutomɛ Kpódó nukɔn yìyì tò ɔ́ tɔn kpán wú ɔ́ " Abdoulaye Bio Tchané " hùn nǔ sín kplé gannyǐ gannyǐ è sɔ́ ɖòtè nú tòví lɛ́ɛ kpódó nukɔn yìyì tò ɔ́ tɔn kpán wú é nù ɖò azǎn 27ɔ́ kɔ́nyásùn xwè 2020ɔ́ tɔn gbè .	NOUN PUNCT VERB PUNCT VERB PUNCT ADJ PRON AUX VERB ADP NOUN CCONJ NOUN VERB NOUN DET ADJ CCONJ ADP DET PUNCT PROPN PROPN PROPN PUNCT VERB NOUN ADP VERB ADV ADV PRON VERB VERB ADP NOUN DET CCONJ NOUN VERB NOUN DET ADJ CCONJ ADP PRON VERB VERB NOUN NUM ADV NOUN NUM ADJ NOUN PUNCT
209	Linlin kplé nɛ́ tɔn tɔ́n sín ayi - má - jayǐ ée azɔnkwín Kovidi - 19 ɔ́ dɔ́n wá ɖò lanmɛ ná nɔ ganjí lí nù Kpódó akwɛ zínzán kpán lí nù é mɛ̀ .	NOUN VERB ADJ ADJ ADJ ADP NOUN PUNCT VERB PUNCT VERB PRON NOUN PROPN PUNCT NUM DET VERB VERB ADP NOUN VERB VERB ADV ADP ADP CCONJ NOUN NOUN CCONJ ADP ADP PART ADP PUNCT
210	Azǎn atɔn wɛ nuywɛtɔ́ kplɔ́n yì jǐ alà vɔ lɛ́ɛ " nukɔntɔ́ tòxó ɖɔ gbɛta tɔn lɛ́ɛ " kpódó alɔ dó mɛ tɔ́ ɖò akwɛ lí xò kpán tò ɔ́ tɔn lɛ́ɛ kpán sɔ́ ɖótè bó cyan xó ɖò yeɖee mɛ bá dó bà wlɛnwin è tò ná dó tɔnsin xélo xélo azɔnkwín kolonâ ɔ́ tɔn mɛ̀ é .	NOUN NUM VERB NOUN VERB VERB VERB NOUN ADJ DET PUNCT NOUN NOUN ADP NOUN ADJ DET PUNCT CCONJ NOUN ADP PRON ADJ VERB NOUN ADP NOUN CCONJ NOUN DET ADJ DET CCONJ VERB VERB ADP VERB NOUN ADP PRON PRON CCONJ VERB VERB NOUN PRON NOUN VERB VERB ADJ NOUN NOUN NOUN PROPN DET ADJ ADP PART PUNCT
211	Tagbesɔ nɛ́ ná zɔ́n bɔ è ná síxú liza xá azɔnkwín lě jɛxa gbɔn lé .	NOUN ADJ VERB VERB CCONJ PRON VERB VERB VERB ADV NOUN ADJ VERB ADP CCONJ PUNCT
212	Akpáxwé nukɔntɔn kplé gannyǐ gannyǐ nɛ́ tɔn ɔ́ è bló bɔ mɛ ɖě ɖayǐ " mɛ ɖě ká ɖò mɔkàn jí " bó ná dó nyì alɔ nú azɔnkwín ɔ́ wú .	NOUN ADJ VERB ADV NOUN ADJ ADJ DET PRON VERB CCONJ PRON ADJ ADV PUNCT NOUN ADJ ADV VERB NOUN ADP PUNCT ADP VERB VERB VERB NOUN ADP NOUN DET ADP PUNCT
213	Ɖò azǎn 22ɔ́ kɔ́nyásùn ɔ́ tɔn gbè ɔ́ " OMS ɖó kɛ́n mɛ nabí è wú azɔnkwín kolonâ ɔ́ ɖè ɔ́ tɔn bó ɖɔ mɛ livi 41 wú wɛ é ɖè bɔ azɔn gbɔ nú mɛ livi 28 " mɛ livi ɖokpó kpódó kanwe ko kpán ká nyí mátîitɔ́ .	ADP NOUN NUM VERB DET ADJ NOUN DET PUNCT PROPN VERB NOUN PRON ADV PRON VERB NOUN PROPN DET VERB DET ADJ CCONJ VERB PRON PROPN NUM ADP SCONJ PRON VERB CCONJ NOUN ADP ADP NOUN ADV NUM PUNCT PRON PROPN NUM CCONJ NOUN ADV VERB ADV AUX NOUN PUNCT
214	Ɖò Benɛ ɔ́ " ɖò mɛ 2 557 è bɛ́ azɔnkwín ɔ́ lɛ́ɛ mɛ̀ ɔ́ " 42 wɛ nyí mátîintɔ́ .	ADP PROPN DET PUNCT ADP NOUN NUM NUM PRON VERB NOUN DET DET ADP DET PUNCT NUM VERB AUX NOUN PUNCT
