textid	text	target
215	Na mbụ n’ okwuchukwu ya , ụkọchukwu ọkammụta Anthony Chiegboka toro nwa amadi ahụ , ma kpọkuokwa ndị aka ji akụ ndị ọzọ ka ha na- eñomiri ndụ ya bụ agụ nwoke site n’ inyere ndị ụwa na- atụ n’ ọnụ nọ n’ okirikiri ha aka .	ADP ADJ ADP NOUN PRON PUNCT NOUN NOUN PROPN PROPN VERB NOUN NOUN DET PUNCT CCONJ VERB DET NOUN VERB NOUN PRON ADJ ADP PRON AUX VERB NOUN PRON VERB NOUN NOUN ADP ADP VERB DET NOUN AUX VERB ADP NOUN VERB ADP NOUN PRON NOUN PUNCT
216	Na nzaghachi , Chiifu Enukeme , onye bụkwa onowu ndị obodo Neni ma bụrụkwa nnukwu mmadụ e ji okwu ya agba izu n’ otu pati APGA kelere Chineke maka Ngọzị ya , ma kelekwa imirikiti mmadụ ndị bịara mmemme ahụ isoro ya ñụrịa .	ADP NOUN PUNCT NOUN PROPN PUNCT NOUN VERB NOUN DET NOUN PROPN CCONJ VERB ADJ NOUN PRON VERB NOUN PRON VERB NOUN ADP NOUN NOUN PROPN VERB PROPN ADP NOUN PRON PUNCT CCONJ VERB DET NOUN PRON VERB NOUN DET VERB PRON VERB PUNCT
217	N’ otu aka ahụ , ọmarịcha oriakụ ya bụ Mary Enukeme kọwara di ya dịka nwoke nwere obi ọma , obi umeala nakwa nwoke maara ka e si ahazi ezinaụlọ nke ọma dịka nna .	ADP NUM NOUN DET PUNCT ADJ NOUN PRON VERB PROPN PROPN VERB VERB PRON ADP NOUN VERB NOUN ADJ PUNCT NOUN NOUN CCONJ NOUN VERB ADP PRON VERB VERB NOUN DET ADJ ADP NOUN PUNCT
218	Ihe pụtakarịchara ihè n’ oke mmemme ahụ bụ ịwa achịcha bekee e jiri me ya bụ ncheta ụbọchị ọmụmụ , inye na ịnara ihe onyinye dị iche iche , ịyọrị egwu nakwa ikesa ihe oriri na mmanya dị iche iche , bụkwa nke mere ka mmemme ahụ zaa aha a kpọrọ ya .	NOUN VERB NOUN ADP ADJ NOUN DET VERB VERB NOUN NOUN PRON VERB VERB PRON VERB NOUN NOUN NOUN PUNCT VERB CCONJ VERB NOUN NOUN VERB ADJ ADJ PUNCT VERB NOUN VERB VERB NOUN NOUN CCONJ NOUN VERB ADJ ADJ PUNCT VERB DET VERB ADP NOUN DET VERB NOUN PRON VERB PRON PUNCT
219	O kwuru na ndị ma ọ bụ ụlọ ọrụ dị otu ahụ ga- eji anya ha wee hụ ntị ha mgbe na- adịghị anya , maka na aka kpara ezeku udele , ọ kọọ mmụọ chibere ya ọzọ .	PRON VERB CCONJ PRON SCONJ PRON VERB NOUN NOUN VERB ADV DET AUX VERB NOUN PRON VERB VERB NOUN PRON ADV AUX NOUN NOUN PUNCT ADP ADP NOUN VERB NOUN NOUN PUNCT PRON VERB NOUN VERB PRON NOUN PUNCT
220	A KPỌKUOLA gọọmenti etiti ka o were ọsọ were ije kwụọ gọọmenti steeti Anambra ego karịrị ijeri naịra iri anọ na atọ , bụ ụgwọ o ji ya maka ụfọdụ iro na àkwà dịrị ya bụ gọọmenti etiti , ọ rụrụ .	PRON VERB NOUN NOUN ADP PRON VERB NOUN VERB NOUN VERB NOUN NOUN PROPN NOUN VERB NUM NOUN NUM NUM CCONJ NUM PUNCT VERB NOUN PRON VERB PRON ADP DET NOUN CCONJ NOUN VERB PRON VERB NOUN NOUN PUNCT PRON VERB PUNCT
221	Ọkpụkpọ oku ahụ bụ nke e mere site n’ aka otu jikọtara ndị okenye steeti Anambra , bụkwa nke ha mere ka a mara site n’ ozi ha kụpụrụ banyere nkwekọrịta iteghete ha mere ka ha nwechaara ọgbakọ ha nke mbụ n’ ahọ a , bụ nke weere ọnọdụ n’ ebe obibi gọvanọ dị n’ Amawbịa .	NOUN NOUN DET VERB DET PRON VERB ADP ADP NOUN NOUN VERB DET NOUN NOUN PROPN PUNCT VERB DET PRON VERB ADP PRON VERB ADP ADP NOUN PRON VERB ADP NOUN NUM PRON VERB ADP PRON VERB NOUN PRON DET ADJ ADP NOUN DET PUNCT VERB DET VERB NOUN ADP NOUN NOUN NOUN VERB ADP PROPN PUNCT
222	Ndị ukwu ukwu sonyere n’ ọgbakọ ahụ gụnyere : aka na- achị steeti Anambra bụ Gọvanọ Willie Obianọ ; osote ya bụ Dkt .	DET ADJ ADJ VERB ADP NOUN ADP VERB PUNCT NOUN AUX VERB NOUN PROPN VERB NOUN PROPN PROPN PUNCT NOUN PRON VERB NOUN PUNCT
223	Nkem Okeke , ndị gọvanọ chịbụrụ steeti ahụ n’ oge gara aga , ndị eze ọdịnala , ndị ndu ụka dị iche iche , ndị nnọchite anya Ọhanaeze Ndị Igbo , na ọtụtụ ndị ọzọ .	PROPN PROPN PUNCT DET NOUN VERB NOUN DET ADP NOUN VERB PART PUNCT DET NOUN NOUN PUNCT DET NOUN NOUN VERB ADJ ADJ PUNCT DET NOUN NOUN PROPN DET PROPN PUNCT CCONJ DET PRON ADJ PUNCT
224	AKA na- achị steeti Anambra bụ Gọvanọ Willie Obianọ enyela Igwe Gerald Mbamalụ asambado dịka eze ọdịnala ọhụụ nke obodo Ojoto dị n’ okpuru ọchịchị Idemili South nke steeti ahụ .	NOUN AUX VERB NOUN PROPN VERB NOUN PROPN PROPN VERB NOUN PROPN PROPN NOUN ADP NOUN NOUN ADJ ADP NOUN PROPN VERB ADP NOUN NOUN PROPN PROPN ADP NOUN DET PUNCT
225	N’ akụkụ nke ya , eze ọdịnala Ukwulu , bụ Igwe Peter Ụyanwa dụrụ igwe ọhụụ ahụ ọdụ ka ọ ghara iji asambodo ahụ na ọkwa ọchịchị ya wee megide ndị enyeghị ya nkwàdo n’ ịzọ ọkwa ahụ ; kama ka ọ na- emeso ha nile dịka nna .	ADP NOUN DET PRON PUNCT NOUN NOUN PROPN PUNCT VERB NOUN PROPN PROPN VERB NOUN ADJ DET NOUN ADP PRON VERB VERB NOUN DET CCONJ NOUN NOUN PRON VERB VERB PRON VERB PRON NOUN ADP VERB NOUN DET PUNCT SCONJ ADP PRON AUX VERB PRON DET ADP NOUN PUNCT
226	Na nzaghachi , Igwe Mbamalụ kelere ọchịchị steeti Anambra maka inye ya asambodo ahụ , ma kwe nkwa na ọ ga- eji ikwesi ntụkwasị obi wee duo obodo ahụ , ma jirikwa ọkwa ya ahụ wee hazie obodo ahụ na ụmụafọ ya niile nke ọma ka ọ nọrọ n’ ọnọdụ e ji ama atụ .	ADP NOUN PUNCT NOUN PROPN VERB NOUN NOUN PROPN ADP VERB PRON NOUN DET PUNCT CCONJ VERB NOUN CCONJ PRON AUX VERB VERB NOUN NOUN VERB VERB NOUN DET CCONJ CCONJ VERB NOUN PRON DET VERB VERB NOUN DET CCONJ NOUN PRON DET DET ADJ ADP PRON VERB ADP NOUN PRON VERB VERB NOUN PUNCT
227	ONYEISI ụka Katolik nke Daịsis Awka bụ Nnukwu ụkọchukwu Paulinus Ezeokafor a gaala njem nleta n’ ebe ndị ekpenta nọ n’ Oji River nke a kpọrọ Oji River Leprosy Centre’ .	NOUN NOUN PROPN ADP NOUN PROPN VERB ADJ NOUN PROPN PROPN PRON VERB NOUN NOUN ADP NOUN DET NOUN VERB ADP PROPN PROPN DET PRON VERB PROPN PROPN NOUN NOUN PUNCT
228	O mere nke a site na nkwado nke otu nnọrọ onwe nọ na mba Germany bụ Behginne V’ .	PRON VERB PRON DET ADP ADP NOUN ADP NOUN NOUN NOUN VERB ADP NOUN PROPN VERB PROPN PROPN PUNCT
229	Ezeokafor nyere ha onyinye dị iche iche nke gụnyere ihe e ji aga ije bekee kpọrọ crutches’ iri na ise , ihe ndina ala iri na otu , ute , akpa osikapa , mba ji iri isii , ọtụtụ katọn Indomie’ na imirikiti ihe ndị ọzọ .	PROPN VERB PRON NOUN VERB ADJ ADJ PRON VERB NOUN PRON VERB VERB NOUN NOUN VERB NOUN NUM CCONJ NUM PUNCT NOUN NOUN NOUN NUM CCONJ NUM PUNCT NOUN PUNCT NOUN NOUN PUNCT NOUN NOUN NUM NUM PUNCT DET NOUN PROPN CCONJ DET NOUN PRON ADJ PUNCT
230	O kwuru na ebumnobi e ji mee nke a bụ iji sonye n’ emume icheta ụbọchị ndị ekpenta n’ ụwa nile World Leprosy Day’ .	PRON VERB CCONJ NOUN PRON VERB VERB PRON DET VERB VERB VERB ADP NOUN VERB NOUN DET NOUN ADP NOUN DET NOUN NOUN NOUN PUNCT
231	O wutere ya na gọọmentị Enugu Steeti e mebeghị ihe a rịọrọ ha nke bụ ka e bupu ndị ekpenta ahụ ebe ha nọ ugbu a ma tinye ha n’ ebe ka mma .	PRON VERB PRON CCONJ NOUN PROPN NOUN PRON VERB NOUN PRON VERB PRON DET VERB ADP PRON VERB DET NOUN DET NOUN PRON VERB NOUN NOUN CCONJ VERB PRON ADP NOUN ADP ADJ PUNCT
232	ỌKỤ ọgbụgba dị oke egwu nọrọ na ngwụcha izu ụka gara aga wee dakwasị nnukwu ahịa ahụ na- ekwo ekwo , bụ Nkwọ Ogidi , bụ ebe ọ nọrọ wee gbarikọọ opekata mpe , ihe ruru ọdụ ahịa asatọ n’ otu ntabi anya .	NOUN NOUN VERB ADJ NOUN VERB ADP NOUN NOUN NOUN VERB PART VERB VERB ADJ NOUN DET AUX VERB PART PUNCT VERB PROPN PROPN PUNCT VERB NOUN PRON VERB VERB VERB VERB ADJ PUNCT NOUN VERB NOUN NOUN NUM ADP NUM NOUN NOUN PUNCT
233	Otu n’ ime ndị aka ebe ahụ kọwara na ụgbọ mmanụ ahụ si Ọnịtsha wee na- aga Awka , site n’ Ugwu Nwansike ahụ , wee ruo mgbe ike gwụrụ ya bụ ụgbọ ala , nke na o nwezịghị ike ịrịgonwu ugwu ahụ , n’ ihi na ụgbọ ala ya anọghị n’ ezi ọnọ	NUM ADP NOUN PRON NOUN NOUN DET VERB CCONJ NOUN NOUN DET VERB PROPN VERB AUX VERB PROPN PUNCT ADP ADP PROPN PROPN DET PUNCT VERB VERB NOUN NOUN VERB PRON VERB NOUN NOUN PUNCT DET CCONJ PRON VERB NOUN VERB NOUN DET PUNCT ADP ADP ADP NOUN NOUN PRON VERB ADP NOUN NOUN
234	dụ ; o wee malite ịdaghachi azụ , ọ ghọtanwuzịghịkwa onwe ya , wee ga suo otu tipa kwụụrụ onwe ya n’ akụkụ ụzọ , bụkwazị nke kpatara ya bụ ajọ ọkụ ọgbụgba .	NOUN PUNCT PRON VERB VERB VERB NOUN PUNCT PRON VERB NOUN PRON PUNCT VERB VERB VERB NUM NOUN VERB NOUN PRON ADP NOUN NOUN PUNCT VERB DET VERB PRON VERB ADJ NOUN NOUN PUNCT
235	N’ okwu nke ya , onyeisi ndị uwe ojii n’ Ogidi , bụ Mazị Mark Ijarafụ kọwara ya bụ ihe dịka nke jọgburu onwe ya , ma kwuo na site n’ amara Chineke , na o nweghị onye ọbụla tụfuru ndụ ya na ya bụ ọkụ ọgbụgba .	ADP NOUN DET PRON PUNCT NOUN DET NOUN ADJ ADP PROPN PUNCT VERB NOUN PROPN PROPN VERB PRON VERB NOUN ADP DET VERB NOUN PRON PUNCT CCONJ VERB CCONJ ADP ADP NOUN PROPN PUNCT CCONJ PRON VERB NOUN DET VERB NOUN PRON ADP PRON VERB NOUN NOUN PUNCT
236	AKPỌỌLA onye Igbo ọbụla ka ọgbaa mbọ ghọta , bulịe ma nwee mmasị na ịsụ asụsụ ya .	VERB NOUN PROPN DET ADP VERB NOUN VERB PUNCT VERB CCONJ VERB NOUN ADP VERB NOUN PRON PUNCT
237	Ndi ma maka igbasa ozi na ihe gbasara asụsụ agwakwala Igbo na onye kpọọ ọba ya nkpọkọrọ agbatobi ewere ya kpoo ahịhịa .	PRON VERB ADP VERB NOUN CCONJ NOUN ADP NOUN VERB PROPN CCONJ NOUN VERB NOUN PRON NOUN NOUN VERB PRON VERB NOUN PUNCT
238	Nkea mere ụnyaa oge a na- eme mmemme icheta ụbọchị asụsụ dị iche iche na mba ụwa nile .	PRON VERB NOUN NOUN PRON AUX VERB NOUN VERB NOUN NOUN VERB ADJ ADJ ADP NOUN NOUN DET PUNCT
239	Emere nkea nke ọma n’ ụzọ pụrụ iche na steeti Anambra site n’ ọtụtụ ihe mmemme e mere n’ ụlọ ọrụ dị iche iche .	VERB PRON DET ADJ ADP NOUN VERB ADJ ADP NOUN PROPN ADP ADP DET NOUN NOUN PRON VERB ADP NOUN NOUN VERB ADJ ADJ PUNCT
240	Ya bụ ụbọchị bụ nke e weputara site n’ aka otu mba uwa dum bụ United Nations’ iji wee kwalite ọtụtụ asụsụ obodo na mba dị iche iche .	PRON VERB NOUN VERB DET PRON VERB ADP ADP NOUN NOUN NOUN NOUN DET VERB ADJ NOUN VERB VERB VERB DET NOUN NOUN CCONJ NOUN VERB ADJ ADJ PUNCT
241	Ha kpọkuzịrị onye Igbo ọbụla ka o nwee nghọta , ngàlá na mmasị banyere asụsụ ya na agbụrụ ya ma were ya kpọrọ ihe maka na ọ bụ ebe onye bi ka ọ na- awachi .	PRON VERB NOUN PROPN DET ADP PRON VERB NOUN PUNCT NOUN CCONJ NOUN ADP NOUN PRON CCONJ NOUN PRON CCONJ VERB PRON VERB NOUN ADP ADP PRON VERB NOUN NOUN VERB ADP PRON AUX VERB PUNCT
242	N’ okwu dịkwa ka ibe ya , ụlọ ọba akwụkwọ Kenneth Dike dị n’ Awka sonyekwara na ya bụ mmemme ụbọchị icheta asụsụ dị iche iche na mba ụwa site n’ ịchịkọba nnukwu mmemme pụrụ iche .	ADP NOUN VERB ADP NOUN PRON PUNCT NOUN NOUN NOUN PROPN PROPN VERB ADP PROPN VERB ADP PRON VERB NOUN NOUN VERB NOUN VERB ADJ ADJ ADP NOUN NOUN ADP ADP VERB ADJ NOUN VERB ADJ PUNCT
243	Mmeme ahụ bụ nke weere ọnọdụ n’ ụlọ ezumezu ọba akwụkwọ ahụ , ma bụrụkwa nke dọtara imirikiti mmadụ sitere n’ ebe dị iche iche , nke gụnyere ụmụakwụkwọ , ndị nkụzi , ndị nkwalite asụsụ na omenala Igbo ; ndị nta akụkọ nakwa ọtụtụ ndị ọzọ .	NOUN DET VERB DET VERB NOUN ADP NOUN NOUN NOUN NOUN DET PUNCT CCONJ VERB DET VERB DET NOUN ADP ADP NOUN VERB ADJ ADJ PUNCT DET VERB NOUN PUNCT DET NOUN PUNCT DET NOUN NOUN CCONJ NOUN PROPN PUNCT DET NOUN NOUN CCONJ DET PRON ADJ PUNCT
244	Ndị ọzọ kwuru okwu na mmemme ahụ gụnyere : onyeisi ụlọ ọrụ “ National Orientation Agency ” na steeti Anambra , Ọkaịwu Charles Nwọjị , nke onye nọchịrị anya ya bụ Oriakụ Ọhakwe Uchenna ; Mazị Uche Atuọna ; Mazị Okor John ; Izunna Okafor ; Oriakụ Ada Ọbụezie ; Oriakụ Victoria Ezejiọfọ ; Mazị Frank Agụlụ ; na ọtụtụ ndị ọzọ .	PRON ADJ VERB NOUN ADP NOUN DET VERB PUNCT NOUN NOUN NOUN PUNCT ADJ NOUN NOUN PUNCT ADP NOUN PROPN PUNCT NOUN PROPN PROPN PUNCT DET NOUN VERB NOUN PRON VERB NOUN PROPN PROPN PUNCT NOUN PROPN PROPN PUNCT NOUN PROPN PROPN PUNCT PROPN PROPN PUNCT NOUN PROPN PROPN PUNCT NOUN PROPN PROPN PUNCT NOUN PROPN PROPN PUNCT CCONJ DET PRON ADJ PUNCT
245	Ọtụtụ n’ ime ha anaghịzịkwa enye ụmụ ha aha Igbo ma ya fọdụzie ịsụrụ ha ya bụ asụsụ , n’ ihi na ha chezọrọ na ọ bụ aha na asụsụ onye ka e ji ama ebe onye si .	DET ADP NOUN PRON AUX VERB NOUN PRON NOUN PROPN CCONJ PRON VERB VERB PRON PRON VERB NOUN PUNCT ADP ADP ADP PRON VERB CCONJ PRON VERB NOUN CCONJ NOUN NOUN ADP PRON VERB VERB NOUN NOUN VERB PUNCT
246	Onye okwuputa okwu ụgbọ elu Peace Airline ahụ bụ Mazị Chris Iwarah nabatara na mwakpo ahụ bụ eziokwu , ma sị na ọ bụ site na mgbata ọsọ nke ndị ọrụ FAAN ahụ na ndị ọrụ nchekwa ndị ọzọ mere na ya bụ ajọ ọnọdụ amụtaghị ihe ọjọọ ọbụla .	NOUN NOUN NOUN NOUN NOUN PROPN PROPN DET VERB NOUN PROPN PROPN VERB CCONJ NOUN VERB VERB NOUN PUNCT CCONJ VERB CCONJ PRON VERB ADP ADP NOUN NOUN ADP DET NOUN PROPN DET CCONJ DET NOUN NOUN PRON ADJ VERB CCONJ PRON VERB ADJ NOUN VERB NOUN ADJ DET PUNCT
247	Kedụ ihe kpatara na anyị adịghịzị agụ ụmụ anyị aha uche dị n’ ime ya , dịka ndi gboo si eme banyere ihe mere na ndụ onye ahụ , ma ọ bụ ihe a chọrọ ka ọ bụrụ ; o wee bụrụzie aha éfù na aha nwa nkịta onye ọcha ka anyị mma ? ?	PRON NOUN VERB CCONJ PRON VERB VERB NOUN PRON NOUN NOUN VERB ADP NOUN PRON PUNCT ADP DET NOUN VERB VERB ADP NOUN VERB ADP NOUN NOUN DET PUNCT SCONJ PRON VERB NOUN PRON VERB ADP PRON VERB PUNCT PRON VERB VERB NOUN NOUN CCONJ NOUN NOUN NOUN NOUN NOUN ADP PRON ADJ PUNCT PUNCT
248	Gịnị ga- abụzị ngala anyị na ya bụ mmemme ebe ọ bụ na anyị na- agbakụtazị asụsụ anyị azụ ma na- achọzịkwa ka ọ nwụọ pịị ?	PRON AUX VERB NOUN PRON ADP PRON VERB NOUN NOUN PRON VERB CCONJ PRON AUX VERB NOUN PRON NOUN CCONJ AUX VERB ADP PRON VERB DET PUNCT
249	Ndị be anyị , ka anyị chetakwanụ na ọ naghị adị mma ike oke ji n’ azụ ọba , maka na asụsụ anyị bụ ose akpị ekwesighịṅ ịdị na- aga ije ihere .	DET NOUN PRON PUNCT ADP PRON VERB CCONJ PRON AUX VERB ADJ VERB NOUN NOUN ADP NOUN NOUN ADP ADP ADP NOUN PRON VERB NOUN NOUN VERB VERB AUX VERB NOUN NOUN PUNCT
250	A sị na ụtara anaghị ada n’ ala gbara aka aja .	PRON VERB CCONJ NOUN AUX VERB ADP NOUN VERB NOUN NOUN PUNCT
251	Ya bụ , ka anyị chekwaba ụtara anyị , ndị be anyị , ka o wee ghara ịda n’ ala , maka na nze tụfuo okpu ya , ugwu ya adaa aja .	PRON VERB PUNCT ADP PRON VERB NOUN PRON PUNCT DET NOUN PRON PUNCT ADP PRON VERB VERB VERB ADP NOUN PUNCT ADP ADP NOUN VERB NOUN PRON PUNCT NOUN PRON VERB NOUN PUNCT
252	A sị na onye sonyụọ ọkụ ya , ọ nọrọ n’ ìsì , ma sịkwa na ụdọ nkwụ onye okechì tibie n’ opupe , ị mara na ụwa ya agwụsịala .	PRON VERB CCONJ NOUN VERB NOUN PRON PUNCT PRON VERB ADP NOUN PUNCT CCONJ VERB CCONJ NOUN NOUN NOUN NOUN VERB ADP NOUN PUNCT PRON VERB CCONJ NOUN PRON VERB PUNCT
253	Chiadi Ezeibekwe , onye gbara afọ iri abụọ na ise kpọọrọ nwanne ya nwanyị dị afọ iri na asaa ga gbaa akwụkwọ n’ ụlọ Uka a nke dị n’ ogbe ha bụ Agba n’ Ekwulobia .	PROPN PROPN PUNCT NOUN VERB NOUN NUM NUM CCONJ NUM VERB NOUN PRON NOUN VERB NOUN NUM CCONJ NUM VERB VERB NOUN ADP NOUN NOUN DET DET VERB ADP NOUN PRON VERB PROPN ADP PROPN PUNCT
254	Akụkọ kọrO na onye ụkọchukwu gbara ha akwụkwọ bụ nwanne ha nwoke nke nnukwu , onye bụ ụkọchukwu n’ ụlọụka ahụ , nke aha ya bụ Chijioke Ezeibekwe .	NOUN VERB CCONJ NOUN NOUN VERB PRON NOUN VERB NOUN PRON NOUN DET ADJ PUNCT NOUN VERB NOUN ADP NOUN DET PUNCT DET NOUN PRON VERB PROPN PROPN PUNCT
255	Chiadi Ezeibekwe bụ onye lụrụ nwanne ya nwanyị , gbadosiri ụkwụ ike n’ ala site n’ ịkọwa na akwụkwọ nsọ Deuteronomy 36 : 6 kwadoro nwanne ịlụ nwanne ya nne ji ya na ya .	PROPN PROPN VERB NOUN VERB NOUN PRON NOUN PUNCT VERB NOUN NOUN ADP NOUN ADP ADP VERB CCONJ NOUN NOUN PROPN NUM PUNCT NUM VERB NOUN VERB NOUN PRON NOUN VERB PRON CCONJ PRON PUNCT
256	Otu o sila dị , otu onye ụka ahụ bụ Daniel Ezeobi , n’ okwu o gwara ndị nta akụkọ , ekwenyeghị na nke a ma rụtụkwa aka n’ akwụkwọ nsọ Lev .	ADV PRON VERB VERB PUNCT NUM NOUN NOUN DET VERB PROPN PROPN PUNCT ADP NOUN PRON VERB DET NOUN NOUN PUNCT VERB ADP PRON DET CCONJ VERB NOUN ADP NOUN NOUN PROPN PUNCT
257	18 : 19 , ebe na- akwadoghị nwanne na nwanne ịlụ di na nwunye .	NUM PUNCT NUM PUNCT NOUN AUX VERB NOUN CCONJ NOUN VERB NOUN CCONJ NOUN PUNCT
258	Ezeobi kọwara alụm di na nwunye a dịka nsọala na ihe arụ .	PROPN VERB VERB NOUN CCONJ NOUN DET ADP NOUN CCONJ NOUN NOUN PUNCT
259	Ezeobi gakwara n’ ihu kwuo na ọ bụ otu nwanne nwoke Chiadi nke nnukwu bụ Emeka bụ onye kpesara onye isi ụmụnna maka nke a , nke mere ka onye ahụ kpọọ ezinaụlọ a nzuko ntụmadị n’ egbughị oge ọ bụla ma gakwaa n’ ihu kpọkọọ ndị ntorobịa maka nke a .	PROPN VERB ADP NOUN VERB CCONJ PRON VERB NUM NOUN NOUN PROPN DET ADJ VERB PROPN VERB NOUN VERB NOUN NOUN NOUN ADP PRON DET PUNCT DET VERB ADP NOUN DET VERB NOUN DET NOUN NOUN ADP VERB NOUN PRON DET CCONJ VERB ADP NOUN VERB DET NOUN ADP PRON DET PUNCT
260	Nna ụmụnne abụọ a lụrụ onwe ha , onye nke e nyere aha ya dịka Luisco’ n’ aka nke ya kwuru na mkpa ya ugbu a bụ ụzọ ọ ga- esi pụta n’ Udi ihe dị otu a ebe ọ bụ na ihe mere eme emeela .	NOUN NOUN NUM DET VERB NOUN PRON PUNCT NOUN DET PRON VERB NOUN PRON ADP PROPN ADP NOUN DET PRON VERB CCONJ NOUN PRON ADV ADV VERB NOUN PRON AUX VERB VERB ADP ADJ NOUN VERB ADV DET NOUN PRON VERB CCONJ NOUN VERB PART VERB PUNCT
261	Nne ha bụ onye kwuru na ụdi alụmdi a dị n’ akwụkwọ nsọ ma rụtụkwa aka na nwa ya nwoke kwụrụ ụgwọ isi nwanyị dịka o kwesịrị .	NOUN PRON VERB NOUN VERB CCONJ ADJ NOUN DET VERB ADP NOUN NOUN CCONJ VERB NOUN CCONJ NOUN PRON NOUN VERB NOUN NOUN NOUN ADP PRON VERB PUNCT
262	GỌVANỌ Willie Obianọ eguzobela òtù nhazi nke mmadụ iteghete mejuputara , maka ụlọ nkwari akụ Golden Tulip dị n’ Agụlụ na steeti Anambra .	NOUN PROPN PROPN VERB NOUN NOUN DET NOUN NUM VERB PUNCT ADP NOUN VERB NOUN PROPN PROPN VERB ADP PROPN ADP NOUN PROPN PUNCT
263	Ha nwere atụmatụ iri na anọ ha na- elegara anya , ma bụrụkwa nke gbakwasịrị ụkwụ n’ ịhazị ụlọ oriri ahụ n’ usoro nkwekọrịta ijikọ aka ọnụ , bụ nke dị n’ etiti gọọmenti steeti Anambra na ụlọ ọrụ Golden Tulip .	PRON VERB NOUN NUM CCONJ NUM PRON AUX VERB NOUN PUNCT CCONJ VERB DET VERB NOUN ADP VERB NOUN NOUN DET ADP NOUN NOUN VERB NOUN NOUN PUNCT VERB DET VERB ADP NOUN NOUN NOUN PROPN CCONJ NOUN NOUN PROPN PROPN PUNCT
264	Ihe pụtakarịchara ihè na mmemme ahụ bụ iguzobe ndị ahụ kpọmkwem dịka ndị nhazi nke ụlọ nkwari akụ ahụ , bụkwa nke e mere site n’ aka gọvanọ Willie Obianọ .	NOUN VERB NOUN ADP NOUN DET VERB VERB PRON DET ADV ADP DET NOUN ADP NOUN NOUN NOUN DET PUNCT VERB DET PRON VERB ADP ADP NOUN NOUN PROPN PROPN PUNCT
265	BISHỌỌPỤ ụka katọliki na Dayọsisi Ahịara bụ bishọọpụ Peter Okpaleke agbaala alụkwaghịm n’ ọrụ ụka ma chiliee aka elu na ya arụchaala .	NOUN NOUN PROPN ADP NOUN PROPN VERB NOUN PROPN PROPN VERB NOUN ADP NOUN NOUN CCONJ VERB NOUN NOUN CCONJ PRON VERB PUNCT
266	O kwuru na ịrụ ọrụ na dayọsisi ebe ndị ụkọchukwu na- agba ya mgba karịa ịbụrụ ya ndị enyemaka bụ nnọọ nke ekwesighị ekwesi n’ ihi na ọ ga- adọghachi aka elekere azụ n’ ebe nzọpụta mkpụrụ obi na otúto nke ime mmụọ dị .	PRON VERB CCONJ VERB NOUN ADP NOUN NOUN DET NOUN AUX VERB PRON NOUN VERB VERB PRON DET NOUN VERB ADV DET VERB PART ADP ADP ADP PRON AUX VERB NOUN NOUN NOUN ADP NOUN NOUN NOUN NOUN CCONJ NOUN ADP NOUN NOUN VERB PUNCT
267	O gosiputara olile anya o nwere na nrịtu ya ga- eme ka ozi ọma na ntute malitekwa gaba nke ọma na dayọsis ahụ , ma sịkwa na ya dị njikere ijere Chineke ya ozi n’ ụzọ ọzọ dị iche iche ya nwere ike .	PRON VERB NOUN NOUN PRON VERB ADP NOUN PRON AUX VERB ADP NOUN ADJ CCONJ NOUN VERB VERB DET ADJ ADP NOUN DET PUNCT CCONJ VERB CCONJ PRON VERB NOUN VERB PROPN PRON NOUN ADP NOUN ADJ VERB ADJ ADJ PRON VERB NOUN PUNCT
268	Otu ọ dị , n’ ihi alụkwaghịm ahụ bishọọpụ Ọkpaleke gbara , Pope Francis akpọlitela bishọọpụ Lucius Ugọjị , nke dayọsis Ụmụahịa ka ọ nọrọgodụ dịka onye nlekọta anya dayọsis Ahịara ahụ , ma bụrụkwa mkpọlite nke malitere dịba ire ozigbo ozigbo	ADV PRON VERB PUNCT ADP ADP NOUN DET NOUN PROPN VERB PUNCT NOUN PROPN VERB NOUN PROPN NOUN PUNCT ADP NOUN PROPN ADP PRON VERB ADP NOUN NOUN NOUN NOUN PROPN DET PUNCT CCONJ VERB NOUN DET VERB VERB NOUN ADV ADV
269	Bishọpụ Okpaleke bụ ụkọchukwu Awka Dayasisi ma nọrọkwa n’ Awka Dayasisi tupu a họpụta ya dịka bishọpụ nke Ahiara Dayasisi n’ afọ 2012 , ka Bishọpụ Victor Chikwe nwụchara .	NOUN PROPN VERB NOUN PROPN NOUN CCONJ VERB ADP PROPN NOUN VERB PRON VERB PRON ADP NOUN ADP PROPN NOUN ADP NOUN NUM PUNCT ADP PROPN PROPN PROPN VERB PUNCT
270	E kwuru na I wezụga onwe ya n’ ọlụ bishọpụ a nke Okpaleke mere bụ nọọ nke nyere ndị dayasisi Ahiara ahụ ọńụ nke ukwu .	PRON VERB CCONJ PRON VERB NOUN PRON ADP NOUN NOUN DET DET PROPN VERB VERB ADV DET VERB DET NOUN PROPN DET NOUN DET ADJ PUNCT
271	Onye isi Ahiara Diocesan Catholic Men Organisation’ bu Chief Gerald Anyanwu kowari nke a dike mmeri n’ ebe ndi uka katolik Ahiara dayosis no .	NOUN NOUN PROPN ADJ PROPN NOUN NOUN VERB NOUN PROPN PROPN VERB PRON DET ADP VERB ADP NOUN DET NOUN PROPN PROPN NOUN VERB PUNCT
